dia,uso_disco_gb
2098,819.23
2099,709.59
2100,1251.85
2101,1151.44
2102,859.82
2103,867.67
2104,1323.91
2105,795.53
2106,1442.97
2107,862.4
2108,1214.44
2109,993.98
2110,1207.3
2111,945.65
2112,1033.21
2113,1080.2
2114,842.35
2115,1240.99
2116,954.95
2117,1020.43
2118,845.94
2119,488.18
2120,1030.36
2121,1625.62
2122,1254.15
2123,1070.95
2124,1015.74
2125,1081.38
2126,1201.69
2127,807.39
2128,1332.17
2129,1241.48
2130,1242.57
2131,1179.12
2132,1083.88
2133,1233.57
2134,1215.5
2135,999.87
2136,950.16
2137,1104.92
2138,1435.98
2139,799.47
2140,747.74
2141,1121.09
2142,1095.53
2143,1123.95
2144,1140.53
2145,1034.26
2146,1426.06
2147,720.42
2148,897.33
2149,1063.46
2150,712.11
2151,1047.78
2152,1467.97
2153,1093.62
2154,1142.0
2155,801.86
2156,949.39
2157,1004.94
2158,1018.52
2159,1384.35
2160,1219.41
2161,838.53
2162,1149.21
2163,1207.17
2164,1354.27
2165,1455.33
2166,862.8
2167,909.91
2168,808.3
2169,1042.59
2170,1203.04
2171,1322.51
2172,1080.05
2173,1024.78
2174,1132.97
2175,907.96
2176,1576.56
2177,732.38
2178,1142.3
2179,1562.85
2180,1102.55
2181,1058.04
2182,1020.24
2183,1061.14
2184,1416.43
2185,597.94
2186,1454.02
2187,778.84
2188,1043.68
2189,1006.99
2190,1239.96
2191,740.85
2192,1211.98
2193,1569.31
2194,795.88
2195,1151.09
2196,956.97
2197,1205.95
2198,1113.47
2199,963.0
2200,1221.46
2201,1522.66
2202,1067.29
2203,1275.78
2204,816.35
2205,893.75
2206,1220.62
2207,1452.2
2208,1194.84
2209,1042.53
2210,1114.34
2211,829.29
2212,1253.5
2213,1317.42
2214,1013.02
2215,1009.37
2216,1177.94
2217,1017.88
2218,1102.99
2219,1598.24
2220,1062.57
2221,1037.59
2222,971.97
2223,1290.36
2224,1079.4
2225,972.9
2226,1423.56
2227,1446.46
2228,985.43
2229,696.63
2230,1353.67
2231,967.54
2232,1305.02
2233,674.77
2234,1329.22
2235,849.05
2236,1293.15
2237,1129.91
2238,909.17
2239,1034.56
2240,1284.79
2241,1152.64
2242,1262.41
2243,1580.87
2244,772.44
2245,1499.71
2246,1154.54
2247,925.82
2248,827.69
2249,1088.84
2250,1343.05
2251,1103.81
2252,1478.63
2253,802.32
2254,1131.54
2255,848.64
2256,1218.27
2257,1338.26
2258,1039.98
2259,541.61
2260,1182.45
2261,1237.22
2262,1230.26
2263,1420.67
2264,894.11
2265,1294.65
2266,1412.13
2267,733.83
2268,1213.63
2269,1025.87
2270,1122.88
2271,1221.38
2272,1031.09
2273,988.48
2274,1151.1
2275,895.37
2276,896.14
2277,1299.85
2278,882.65
2279,1297.77
2280,1251.68
2281,752.18
2282,992.11
2283,1420.15
2284,923.65
2285,1042.16
2286,1254.26
2287,1328.12
2288,1092.14
2289,1013.55
2290,1475.44
2291,1548.21
2292,1375.02
2293,1171.34
2294,967.65
2295,963.03
2296,1272.57
2297,1249.23
2298,1474.3
2299,1303.15
2300,811.62
2301,1395.77
2302,927.89
2303,1068.63
2304,1213.96
2305,1613.17
2306,1868.17
2307,1296.76
2308,1116.75
2309,1281.16
2310,1362.29
2311,1086.69
2312,1570.52
2313,1213.41
2314,1275.01
2315,1313.88
2316,1258.51
2317,1354.31
2318,1022.09
2319,1036.0
2320,912.67
2321,1264.86
2322,1342.85
2323,1269.93
2324,1548.34
2325,1164.97
2326,1319.48
2327,917.75
2328,1079.17
2329,1326.95
2330,1362.48
2331,1101.79
2332,1153.04
2333,823.09
2334,1088.74
2335,1374.16
2336,1302.61
2337,1286.03
2338,1183.47
2339,1174.16
2340,1022.15
2341,1333.1
2342,1270.07
2343,1286.75
2344,1054.63
2345,683.31
2346,1426.35
2347,1066.76
2348,979.5
2349,1335.48
2350,1087.94
2351,1420.1
2352,1319.36
2353,1335.01
2354,867.24
2355,1456.62
2356,1239.88
2357,1096.29
2358,1213.86
2359,775.76
2360,1275.36
2361,947.29
2362,873.88
2363,835.56
2364,1438.0
2365,1040.49
2366,1535.08
2367,1062.74
2368,795.55
2369,930.98
2370,1468.82
2371,1151.33
2372,1062.14
2373,1224.41
2374,1302.93
2375,1444.02
2376,1520.11
2377,1107.46
2378,887.16
2379,1096.09
2380,1250.46
2381,971.28
2382,973.24
2383,1270.89
2384,1181.69
2385,1200.74
2386,1020.42
2387,1141.51
2388,983.46
2389,1398.42
2390,1432.01
2391,774.18
2392,984.05
2393,854.96
2394,1048.8
2395,1178.69
2396,867.02
2397,988.05
2398,969.74
2399,1246.9
2400,1215.84
2401,1035.57
2402,1241.3
2403,1076.46
2404,1139.74
2405,1584.55
2406,1508.93
2407,906.26
2408,1393.15
2409,1389.42
2410,942.18
2411,1392.0
2412,1556.74
2413,949.4
2414,996.69
2415,1439.24
2416,1269.22
2417,1333.64
2418,1285.91
2419,1297.81
2420,905.96
2421,1448.71
2422,1477.1
2423,1157.95
2424,1200.87
2425,861.46
2426,1329.18
2427,1342.84
2428,1198.39
2429,1469.91
2430,1137.18
2431,1342.94
2432,981.45
2433,1209.47
2434,1175.47
2435,1267.22
2436,1131.78
2437,1186.61
2438,1405.81
2439,1117.77
2440,850.97
2441,1618.15
2442,1534.5
2443,924.13
2444,1377.37
2445,1105.34
2446,1280.89
2447,1288.37
2448,1168.05
2449,1043.0
2450,1064.74
2451,1013.64
2452,1033.37
2453,1208.5
2454,1060.78
2455,1380.57
2456,1564.97
2457,1093.14
2458,1280.79
2459,1340.7
2460,1334.83
2461,1244.8
2462,1397.57
2463,1338.52
2464,946.05
2465,1427.81
2466,1432.4
2467,1055.78
2468,1239.27
2469,1387.16
2470,1183.68
2471,1477.07
2472,1772.43
2473,1053.29
2474,917.8
2475,1303.16
2476,1399.04
2477,1181.91
2478,1567.1
2479,929.74
2480,1394.3
2481,1098.04
2482,1629.7
2483,1692.55
2484,1062.66
2485,1112.7
2486,1435.08
2487,1150.71
2488,1229.23
2489,1245.85
2490,801.95
2491,1237.79
2492,1083.83
2493,1129.19
2494,1572.1
2495,955.7
2496,1428.98
2497,1179.92
2498,1180.19
2499,1425.11
2500,1322.69
2501,1375.81
2502,1467.08
2503,1170.66
2504,1106.93
2505,999.34
2506,1059.13
2507,1921.88
2508,1532.95
2509,940.39
2510,947.38
2511,1360.03
2512,1375.42
2513,1376.24
2514,1193.05
2515,1223.09
2516,1327.11
2517,1272.27
2518,746.09
2519,1201.05
2520,1059.49
2521,1294.48
2522,1936.89
2523,1339.3
2524,1184.17
2525,1466.84
2526,1366.97
2527,1353.12
2528,1396.24
2529,1727.87
2530,1000.15
2531,1367.15
2532,1047.77
2533,1386.76
2534,1050.42
2535,1165.4
2536,1193.79
2537,1484.58
2538,1471.92
2539,977.96
2540,1275.55
2541,1101.34
2542,976.39
2543,1214.77
2544,1194.33
2545,1819.64
2546,1364.61
2547,951.43
2548,1137.58
2549,1500.39
2550,1744.61
2551,905.63
2552,838.93
2553,1696.28
2554,1358.31
2555,1071.39
2556,1392.34
2557,668.51
2558,1271.87
2559,1346.44
2560,1483.15
2561,1040.82
2562,1292.48
2563,1061.93
2564,1332.14
2565,1069.71
2566,1181.47
2567,1047.65
2568,1424.35
2569,1472.17
2570,1222.9
2571,1285.69
2572,946.47
2573,1209.39
2574,1266.83
2575,1877.48
2576,1025.17
2577,1614.15
2578,1507.84
2579,1344.66
2580,1682.76
2581,1366.46
2582,1370.8
2583,1270.21
2584,1562.33
2585,1533.74
2586,1140.76
2587,982.76
2588,1238.23
2589,1102.28
2590,1270.99
2591,1568.65
2592,1181.93
2593,1277.07
2594,1300.56
2595,1481.58
2596,774.89
2597,1150.05
2598,1337.37
2599,1563.71
2600,1177.62
2601,861.75
2602,1432.47
2603,1146.2
2604,1020.02
2605,1149.62
2606,1250.54
2607,1154.99
2608,789.73
2609,1498.99
2610,1585.75
2611,1443.79
2612,1035.49
2613,1249.82
2614,1294.81
2615,1433.55
2616,1449.88
2617,1129.93
2618,1316.83
2619,1403.02
2620,1631.59
2621,1460.4
2622,1480.16
2623,1319.5
2624,1623.02
2625,1394.86
2626,1104.98
2627,1622.75
2628,1462.04
2629,1201.84
2630,1193.96
2631,1371.7
2632,1410.22
2633,1349.92
2634,1376.42
2635,1694.11
2636,1551.0
2637,1350.2
2638,1522.15
2639,1071.67
2640,1398.91
2641,1721.79
2642,1259.09
2643,1115.71
2644,1160.83
2645,1061.32
2646,1131.42
2647,1226.51
2648,990.49
2649,1315.62
2650,1518.63
2651,1105.57
2652,1660.48
2653,1430.54
2654,1549.74
2655,1164.47
2656,1510.42
2657,1066.19
2658,1519.48
2659,1355.81
2660,1443.39
2661,1048.88
2662,1113.42
2663,1454.79
2664,1102.15
2665,1425.07
2666,1007.37
2667,1513.92
2668,1039.03
2669,1447.22
2670,1464.43
2671,1162.77
2672,1455.37
2673,1382.35
2674,1200.2
2675,1093.34
2676,875.83
2677,1404.53
2678,967.62
2679,1347.33
2680,1265.81
2681,1481.6
2682,1257.9
2683,1252.09
2684,1495.0
2685,1404.79
2686,1400.93
2687,1436.36
2688,978.79
2689,1502.94
2690,1470.42
2691,1098.69
2692,1275.64
2693,1322.87
2694,1301.57
2695,1409.02
2696,1660.2
2697,1580.78
2698,1034.32
2699,1476.66
2700,1638.6
2701,1423.82
2702,1585.14
2703,1796.06
2704,1570.67
2705,1394.21
2706,1576.45
2707,1371.25
2708,1344.06
2709,1258.77
2710,1696.67
2711,1152.98
2712,1690.47
2713,1455.05
2714,1021.62
2715,1425.74
2716,862.44
2717,1485.55
2718,1545.33
2719,1208.22
2720,1372.22
2721,1790.88
2722,1229.36
2723,1103.44
2724,1684.29
2725,1794.61
2726,1347.54
2727,1578.22
2728,1654.06
2729,1178.43
2730,1237.63
2731,1630.15
2732,1734.35
2733,1478.44
2734,1149.3
2735,1804.7
2736,1229.9
2737,1275.09
2738,1430.31
2739,1707.6
2740,1548.09
2741,1448.23
2742,1459.74
2743,1364.29
2744,1482.31
2745,777.36
2746,1287.94
2747,1411.28
2748,1093.65
2749,1445.31
2750,1310.79
2751,1758.99
2752,1717.76
2753,1252.44
2754,1324.84
2755,1342.86
2756,1257.02
2757,1405.2
2758,1187.87
2759,1103.26
2760,1504.26
2761,1506.27
2762,1179.15
2763,1567.9
2764,1219.51
2765,1422.09
2766,1552.11
2767,1357.47
2768,1469.49
2769,1248.07
2770,1321.62
2771,1319.92
2772,1196.84
2773,1327.47
2774,1014.51
2775,1256.54
2776,1304.12
2777,1311.12
2778,1314.93
2779,1356.44
2780,1480.53
2781,1571.24
2782,1223.46
2783,1097.48
2784,1134.74
2785,1261.95
2786,1293.3
2787,1198.24
2788,1078.5
2789,1270.85
2790,1416.95
2791,1511.89
2792,1249.06
2793,1282.5
2794,1165.59
2795,1370.57
2796,1184.37
2797,1509.58
2798,971.11
2799,1297.39
2800,1448.79
2801,1422.45
2802,1996.13
2803,1461.26
2804,1152.42
2805,1360.44
2806,976.91
2807,1364.74
2808,1193.29
2809,1593.17
2810,1258.96
2811,1358.27
2812,1240.2
2813,1783.1
2814,1312.91
2815,1805.4
2816,1573.2
2817,1497.78
2818,1472.34
2819,1478.51
2820,948.62
2821,1325.74
2822,1582.98
2823,1379.18
2824,1069.78
2825,1379.28
2826,1781.01
2827,1677.01
2828,1378.44
2829,1610.41
2830,1309.77
2831,1004.7
2832,1183.2
2833,1751.9
2834,1332.71
2835,1340.15
2836,1327.7
2837,1831.66
2838,1768.56
2839,1904.44
2840,1361.67
2841,1465.99
2842,1052.42
2843,1736.76
2844,1133.02
2845,1449.77
2846,1150.02
2847,1266.62
2848,1210.32
2849,1263.18
2850,1279.34
2851,1277.7
2852,1593.78
2853,1151.44
2854,1454.68
2855,1683.0
2856,1287.96
2857,1241.64
2858,1353.44
2859,1676.06
2860,1451.34
2861,1286.09
2862,1518.44
2863,1156.53
2864,1564.46
2865,1502.6
2866,1339.38
2867,1218.57
2868,1208.04
2869,1533.23
2870,1692.26
2871,1266.36
2872,1517.12
2873,936.06
2874,1279.74
2875,1406.65
2876,1206.38
2877,1200.7
2878,1262.54
2879,1482.3
2880,1373.2
2881,905.12
2882,932.42
2883,1278.71
2884,1522.36
2885,790.57
2886,1304.54
2887,1298.93
2888,1736.77
2889,1332.09
2890,1507.99
2891,1453.22
2892,934.67
2893,1597.35
2894,1471.51
2895,1538.87
2896,2320.16
2897,947.53
2898,1818.11
2899,1358.88
2900,1490.64
2901,1415.05
2902,1328.98
2903,1296.17
2904,1502.08
2905,1080.65
2906,1599.17
2907,1333.07
2908,1170.43
2909,1326.24
2910,1716.7
2911,1307.65
2912,1512.29
2913,1263.86
2914,1604.45
2915,1588.36
2916,1854.52
2917,1392.54
2918,1585.86
2919,1455.95
2920,1730.05
2921,1270.23
2922,1605.1
2923,1390.87
2924,1421.14
2925,1457.21
2926,1494.33
2927,1410.6
2928,1486.65
2929,1798.58
2930,1663.63
2931,1637.51
2932,1335.33
2933,1236.7
2934,1658.54
2935,1640.89
2936,1777.64
2937,1303.67
2938,1389.66
2939,1068.01
2940,1353.34
2941,1671.12
2942,1337.33
2943,1590.67
2944,1401.28
2945,1519.28
2946,1183.51
2947,1465.62
2948,763.27
2949,1404.35
2950,1075.01
2951,1723.46
2952,1626.0
2953,1555.46
2954,1796.78
2955,1232.97
2956,1849.39
2957,1663.61
2958,1397.06
2959,1710.99
2960,1199.26
2961,1264.09
2962,1313.87
2963,1332.5
2964,1212.43
2965,1733.67
2966,1395.56
2967,1535.68
2968,1325.3
2969,1040.13
2970,1518.2
2971,1020.09
2972,1441.72
2973,1145.25
2974,1912.3
2975,1666.95
2976,1483.36
2977,1748.35
2978,1266.76
2979,1584.71
2980,1506.65
2981,1521.77
2982,1752.57
2983,1629.69
2984,1528.76
2985,1085.19
2986,1244.37
2987,1436.12
2988,1485.93
2989,1206.85
2990,2016.45
2991,1812.37
2992,1603.96
2993,1483.31
2994,1418.82
2995,1250.28
2996,1485.9
2997,1527.53
2998,1185.42
2999,1545.89
3000,1434.53
3001,1034.61
3002,1274.34
3003,1376.86
3004,1903.05
3005,1599.4
3006,1167.61
3007,1584.19
3008,1120.11
3009,1721.39
3010,1366.87
3011,1453.56
3012,1778.28
3013,1181.79
3014,1157.12
3015,1343.43
3016,1714.42
3017,1130.55
3018,831.09
3019,1375.48
3020,1605.05
3021,1753.65
3022,1374.09
3023,1386.36
3024,1744.41
3025,1054.1
3026,1392.94
3027,1525.65
3028,1585.23
3029,1366.58
3030,1491.37
3031,915.48
3032,1334.02
3033,1588.46
3034,1260.89
3035,1499.23
3036,1588.29
3037,1408.39
3038,1526.04
3039,1267.61
3040,1440.8
3041,1627.86
3042,1524.76
3043,1355.36
3044,1541.02
3045,1653.5
3046,1022.38
3047,1755.94
3048,1414.78
3049,1589.25
3050,1766.01
3051,1179.59
3052,1331.33
3053,1427.93
3054,1315.25
3055,1891.1
3056,1299.47
3057,1368.73
3058,1542.79
3059,1221.92
3060,1406.61
3061,1569.97
3062,1421.86
3063,1477.02
3064,1377.87
3065,1153.26
3066,1573.17
3067,1901.07
3068,1504.8
3069,1552.51
3070,1659.75
3071,1211.97
3072,1891.34
3073,1549.07
3074,1876.1
3075,1336.29
3076,1919.54
3077,1681.74
3078,1631.44
3079,1559.01
3080,1449.22
3081,1780.71
3082,1538.97
3083,1057.97
3084,1252.58
3085,1465.79
3086,1579.52
3087,1496.22
3088,1788.08
3089,1064.32
3090,1543.3
3091,1095.63
3092,1684.96
3093,1490.27
3094,1608.16
3095,1315.39
3096,1805.5
3097,1751.64
3098,1647.41
3099,1484.96
3100,1647.47
3101,1353.96
3102,1711.35
3103,1893.18
3104,1761.38
3105,1350.57
3106,1600.27
3107,1222.73
3108,1649.36
3109,1621.99
3110,1092.34
3111,1254.54
3112,1455.72
3113,1452.12
3114,1244.99
3115,1610.61
3116,1579.65
3117,1478.27
3118,1350.44
3119,1763.13
3120,1902.18
3121,1413.98
3122,1385.05
3123,1637.57
3124,1444.01
3125,1494.4
3126,1695.68
3127,1090.95
3128,1828.77
3129,1544.65
3130,1434.49
3131,1508.56
3132,1520.82
3133,1134.35
3134,1871.82
3135,1540.19
3136,1632.41
3137,1749.03
3138,1298.81
3139,1640.72
3140,1471.86
3141,1726.9
3142,1047.93
3143,1511.71
3144,1397.08
3145,1634.0
3146,1643.08
3147,1374.49
3148,1373.9
3149,1511.77
3150,1332.66
3151,1730.3
3152,1454.05
3153,874.74
3154,1453.67
3155,1302.49
3156,1167.53
3157,1257.96
3158,1566.09
3159,1845.08
3160,1613.55
3161,1403.89
3162,1647.05
3163,1438.47
3164,1385.12
3165,1280.53
3166,1144.49
3167,1456.07
3168,1581.71
3169,1523.98
3170,1451.47
3171,1330.89
3172,1686.36
3173,1246.95
3174,1725.59
3175,1319.79
3176,1377.3
3177,1214.56
3178,1435.55
3179,1773.36
3180,1668.8
3181,1774.97
3182,1671.18
3183,1300.21
3184,1477.23
3185,1375.01
3186,1857.67
3187,1280.74
3188,1758.77
3189,1759.05
3190,1973.48
3191,1462.36
3192,1719.13
3193,2078.1
3194,1416.2
3195,1207.07
3196,1128.71
3197,1721.47
3198,1128.89
3199,1474.49
3200,1659.91
3201,1602.75
3202,1658.09
3203,1612.13
3204,1853.96
3205,1344.69
3206,1408.04
3207,1386.63
3208,1753.26
3209,1769.75
3210,1667.58
3211,1835.32
3212,1296.27
3213,1946.73
3214,1914.29
3215,1734.8
3216,1974.26
3217,1189.19
3218,1448.29
3219,1400.57
3220,1733.82
3221,1329.54
3222,1742.95
3223,1883.45
3224,1729.62
3225,1636.07
3226,1346.02
3227,1378.68
3228,1858.08
3229,1751.09
3230,1564.59
3231,1478.48
3232,1111.6
3233,1330.21
3234,2011.97
3235,1283.23
3236,1619.49
3237,1806.8
3238,1290.41
3239,1619.75
3240,1792.27
3241,1581.31
3242,2234.19
3243,1198.15
3244,1821.67
3245,1540.77
3246,1757.05
3247,1681.97
3248,1414.11
3249,1634.36
3250,1158.06
3251,1720.76
3252,1651.52
3253,1729.75
3254,1826.03
3255,1668.73
3256,1619.03
3257,1384.37
3258,1423.39
3259,1857.66
3260,1915.13
3261,1533.05
3262,1598.41
3263,1381.69
3264,1856.72
3265,1741.27
3266,2033.18
3267,1389.49
3268,1504.24
3269,1643.92
3270,1739.19
3271,1542.68
3272,1392.97
3273,1794.21
3274,1758.05
3275,1384.42
3276,1903.85
3277,1861.99
3278,1625.78
3279,1613.73
3280,1722.58
3281,1399.59
3282,1603.76
3283,1105.63
3284,1798.03
3285,1241.52
3286,1942.16
3287,1523.73
3288,1551.24
3289,1456.64
3290,1534.7
3291,1925.02
3292,1033.05
3293,1893.58
3294,1679.52
3295,1327.0
3296,1357.54
3297,1986.63
3298,1388.1
3299,1341.06
3300,1864.82
3301,1682.79
3302,1391.63
3303,1655.84
3304,1372.46
3305,1858.74
3306,1850.17
3307,1729.69
3308,1691.22
3309,2011.4
3310,1609.43
3311,1339.95
3312,1713.08
3313,2087.41
3314,1379.48
3315,1529.17
3316,1707.34
3317,1600.34
3318,1388.69
3319,1869.84
3320,2144.02
3321,1659.26
3322,1408.36
3323,1261.49
3324,1674.74
3325,1868.43
3326,1725.25
3327,1616.6
3328,1482.98
3329,1368.54
3330,1809.2
3331,1827.7
3332,1266.27
3333,1983.05
3334,1751.45
3335,1940.49
3336,1314.59
3337,1309.62
3338,1588.07
3339,1737.41
3340,2033.38
3341,1784.76
3342,1568.46
3343,1389.87
3344,1905.8
3345,1404.86
3346,1997.73
3347,1561.18
3348,1989.97
3349,1782.15
3350,1596.2
3351,1509.29
3352,1550.52
3353,1726.7
3354,1646.93
3355,1494.09
3356,1592.36
3357,1648.6
3358,1144.78
3359,1736.22
3360,1408.18
3361,1368.97
3362,1247.42
3363,1223.53
3364,1324.14
3365,1472.27
3366,2080.93
3367,1515.01
3368,1676.21
3369,1727.54
3370,1666.44
3371,1619.26
3372,1364.33
3373,1969.32
3374,2051.16
3375,1254.34
3376,1405.26
3377,1575.73
3378,1419.75
3379,1756.14
3380,1474.62
3381,2136.06
3382,1913.88
3383,1690.91
3384,1877.42
3385,1895.9
3386,1514.86
3387,1457.68
3388,1662.45
3389,1841.89
3390,1677.27
3391,1285.68
3392,1462.99
3393,1629.95
3394,1630.01
3395,2098.38
3396,1331.57
3397,1764.15
3398,1989.29
3399,2168.47
3400,1557.61
3401,1762.72
3402,1781.06
3403,1696.01
3404,1629.22
3405,1751.85
3406,1074.2
3407,1808.97
3408,1682.43
3409,1603.22
3410,2122.11
3411,1500.76
3412,1563.32
3413,2110.83
3414,1466.21
3415,1531.07
3416,1623.61
3417,1849.72
3418,1705.57
3419,1363.25
3420,1537.42
3421,1520.7
3422,1642.26
3423,1757.64
3424,1756.34
3425,1255.51
3426,1904.76
3427,1719.85
3428,1978.9
3429,1764.53
3430,1915.1
3431,1770.53
3432,1971.95
3433,1784.16
3434,1642.93
3435,2184.89
3436,1869.3
3437,1797.72
3438,1375.52
3439,1373.23
3440,1734.87
3441,1701.69
3442,1528.6
3443,1701.56
3444,2032.73
3445,1829.12
3446,1410.03
3447,1645.68
3448,1487.7
3449,1583.48
3450,1578.01
3451,1563.83
3452,1386.66
3453,1644.69
3454,1546.23
3455,1005.51
3456,2144.21
3457,1924.38
3458,1590.13
3459,1680.85
3460,1409.33
3461,2064.84
3462,2111.34
3463,1714.15
3464,1912.63
3465,1719.29
3466,1374.32
3467,1586.07
3468,1710.74
3469,1577.21
3470,1631.55
3471,1661.07
3472,1663.92
3473,1694.79
3474,1441.0
3475,1519.95
3476,1390.73
3477,1908.03
3478,1204.06
3479,1949.09
3480,2002.72
3481,1617.42
3482,1092.21
3483,1604.81
3484,1673.14
3485,1457.38
3486,1571.0
3487,2038.73
3488,1841.5
3489,1478.83
3490,1325.52
3491,1616.24
3492,1642.64
3493,1805.21
3494,1570.01
3495,1809.6
3496,2135.29
3497,1879.95
3498,1683.11
3499,1652.71
3500,1613.52
3501,1965.17
3502,1552.59
3503,1706.68
3504,1708.5
3505,1582.62
3506,1384.16
3507,1771.93
3508,1684.66
3509,1813.33
3510,1577.6
3511,1978.85
3512,1500.1
3513,2091.97
3514,1302.05
3515,1801.07
3516,1810.81
3517,1520.9
3518,1800.05
3519,1995.86
3520,1197.56
3521,1819.3
3522,1135.31
3523,1484.74
3524,2077.99
3525,1573.34
3526,1438.52
3527,1661.93
3528,2180.02
3529,1289.6
3530,1468.33
3531,2051.04
3532,2133.8
3533,1686.22
3534,1427.23
3535,2189.55
3536,2075.45
3537,1866.76
3538,1526.5
3539,1701.35
3540,1676.37
3541,1789.03
3542,2045.39
3543,1915.26
3544,1468.67
3545,2029.71
3546,1787.24
3547,1873.11
3548,2051.64
3549,1463.11
3550,1709.32
3551,1596.54
3552,1360.22
3553,1798.06
3554,2293.07
3555,1299.38
3556,1712.83
3557,1866.98
3558,1749.22
3559,1695.71
3560,1425.19
3561,1775.63
3562,1550.02
3563,1223.06
3564,1996.71
3565,1943.2
3566,1736.5
3567,1777.48
3568,1971.03
3569,1777.3
3570,1933.03
3571,1658.99
3572,2027.13
3573,1801.13
3574,1772.63
3575,1438.6
3576,1794.76
3577,1539.59
3578,1584.28
3579,1544.28
3580,1487.42
3581,2216.86
3582,2036.05
3583,2171.06
3584,1453.43
3585,1749.53
3586,1438.19
3587,1575.22
3588,1524.85
3589,2018.24
3590,1644.98
3591,1980.02
3592,1874.41
3593,2263.12
3594,1399.32
3595,2025.43
3596,2000.11
3597,1516.28
3598,1969.18
3599,1816.34
3600,1688.03
3601,1552.22
3602,1576.62
3603,2209.64
3604,1741.96
3605,1920.93
3606,1562.02
3607,1564.99
3608,1990.78
3609,1435.74
3610,1649.64
3611,1752.72
3612,1770.84
3613,1704.94
3614,1836.73
3615,1905.03
3616,1915.03
3617,1522.44
3618,1683.18
3619,2021.5
3620,1953.38
3621,1435.82
3622,1830.2
3623,1298.42
3624,1761.52
3625,2184.8
3626,1535.15
3627,1561.55
3628,1927.14
3629,1400.59
3630,1608.95
3631,1890.21
3632,1609.5
3633,1700.94
3634,1925.31
3635,1852.05
3636,1817.16
3637,1679.18
3638,1841.64
3639,1729.28
3640,1862.59
3641,1644.92
3642,1717.19
3643,1533.19
3644,1751.8
3645,1574.97
3646,1506.19
3647,1820.24
3648,1810.2
3649,1940.9
3650,1664.01
3651,1856.17
3652,1889.23
3653,1865.46
3654,1575.68
3655,1798.87
3656,1848.39
3657,1767.29
3658,1289.44
3659,1803.21
3660,2272.46
3661,1685.2
3662,1601.57
3663,1853.64
3664,1840.16
3665,2041.73
3666,1482.34
3667,1937.24
3668,1905.48
3669,1738.58
3670,1848.87
3671,2007.13
3672,1971.68
3673,1511.72
3674,1960.67
3675,1758.97
3676,1790.85
3677,1791.37
3678,1740.78
3679,2047.8
3680,1756.87
3681,1520.69
3682,1687.0
3683,1818.17
3684,2058.62
3685,1916.03
3686,1584.39
3687,2346.9
3688,1840.09
3689,2071.42
3690,1745.84
3691,1902.8
3692,1973.18
3693,2060.15
3694,2023.86
3695,1982.01
3696,1711.22
3697,1653.03
3698,1860.09
3699,1997.73
3700,1734.12
3701,2028.79
3702,2117.75
3703,1577.01
3704,1595.6
3705,1755.18
3706,1857.98
3707,1668.31
3708,2097.51
3709,1885.93
3710,1798.51
3711,1461.91
3712,1489.8
3713,1855.05
3714,1304.1
3715,2023.09
3716,1756.07
3717,2533.54
3718,2320.35
3719,1752.1
3720,1769.71
3721,2021.89
3722,2183.99
3723,1421.14
3724,1387.7
3725,1654.14
3726,1929.83
3727,1910.66
3728,2041.99
3729,1523.98
3730,1269.37
3731,1994.97
3732,1610.2
3733,1338.72
3734,1833.44
3735,1981.95
3736,1773.32
3737,1697.05
3738,1765.69
3739,1717.89
3740,1495.03
3741,1640.18
3742,1922.99
3743,1877.84
3744,1843.19
3745,1577.91
3746,1764.24
3747,1308.79
3748,1847.37
3749,2133.48
3750,1470.73
3751,1674.09
3752,1883.59
3753,2095.07
3754,1706.9
3755,1651.6
3756,1360.39
3757,1834.28
3758,2277.62
3759,1874.91
3760,1806.91
3761,1886.03
3762,1810.37
3763,1627.61
3764,2001.88
3765,1865.83
3766,1818.72
3767,1592.32
3768,2113.39
3769,1967.9
3770,1690.18
3771,2045.82
3772,1703.73
3773,1639.2
3774,1644.74
3775,1414.14
3776,1926.93
3777,1401.32
3778,1539.46
3779,1346.38
3780,1801.34
3781,1787.11
3782,1747.27
3783,1584.17
3784,1555.0
3785,1929.34
3786,1697.92
3787,1896.42
3788,1622.36
3789,1866.41
3790,2123.24
3791,1959.86
3792,1732.18
3793,1885.61
3794,1772.32
3795,1829.55
3796,1753.81
3797,1791.11
3798,1877.55
3799,1602.61
3800,1597.92
3801,1513.23
3802,1465.31
3803,1553.26
3804,1868.23
3805,1628.29
3806,1950.04
3807,1841.08
3808,1383.89
3809,1983.68
3810,2019.73
3811,1607.9
3812,1931.39
3813,1640.18
3814,1858.61
3815,1547.87
3816,1427.56
3817,1750.19
3818,1809.83
3819,1747.7
3820,1568.5
3821,1748.09
3822,1901.42
3823,1830.09
3824,1882.49
3825,1688.16
3826,2109.38
3827,1573.45
3828,1953.98
3829,2113.06
3830,1953.36
3831,1797.68
3832,1723.71
3833,2081.55
3834,1520.22
3835,1624.12
3836,1755.38
3837,2129.4
3838,1933.86
3839,1626.4
3840,1777.11
3841,1708.11
3842,1686.75
3843,2072.98
3844,1536.42
3845,2217.78
3846,2039.91
3847,2100.36
3848,1745.84
3849,1817.8
3850,1525.09
3851,1733.09
3852,1966.18
3853,2149.94
3854,1601.37
3855,1771.25
3856,1820.64
3857,1536.78
3858,1991.2
3859,1691.15
3860,1812.36
3861,1754.2
3862,1677.57
